period,district,31_03_2022,31_03_2023,31_03_2024,31_03_2025,amnt,amount,disbursement_during_fy_during_fy_2022_23,during_fy_2021_22,during_fy_2022_23,during_fy_2023_24,during_fy_2024_25,kcc_disbursed_fresh_renewal_in_2016_17_no,kcc_disbursement_during_01_04_2019_to_30_06_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_30_09_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_03_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2019_to_31_12_2019_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_30_09_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_03_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2020_to_31_12_2020_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_06_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_30_09_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_03_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2021_to_31_12_2021_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_06_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_30_09_2022_fresh_renewal_no,kcc_disbursement_during_01_04_2022_to_31_03_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_30_06_2023_fresh_renewal_no,kcc_disbursement_during_01_04_2023_to_31_03_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_03_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2024_to_31_12_2024_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_30_09_2025_fresh_renewal_no,kcc_disbursement_during_01_04_2025_to_31_12_2025_fresh_renewal_no,kcc_disbursement_during_fy_2018_19_no,kcc_disbursement_during_fy_2020_21,kcc_disbursement_during_fy_2021_22,kcc_outstanding_31_03_2021,kcc_outstanding_31_03_2022,kcc_outstanding_as_on_30_06_2020_no,kcc_outstanding_as_on_30_06_2021_no,kcc_outstanding_as_on_30_06_2022_no,kcc_outstanding_as_on_30_06_2023_no,kcc_outstanding_as_on_30_09_2021_no,kcc_outstanding_as_on_30_09_2022_no,kcc_outstanding_as_on_30_09_2025_no,kcc_outstanding_as_on_31_03_2017_no,kcc_outstanding_as_on_31_03_2021_no,kcc_outstanding_as_on_31_03_2022_no,kcc_outstanding_as_on_31_03_2023_no,kcc_outstanding_as_on_31_03_2024_no,kcc_outstanding_as_on_31_03_2025_no,kcc_outstanding_as_on_31_12_2020_no,kcc_outstanding_as_on_31_12_2021_no,kcc_outstanding_as_on_31_12_2024_no,kcc_outstanding_as_on_31_12_2025_no,no_of_farming_family,of_achievement_no,outstanding_as_on_31_03_2023,target_no,total_kcc_active_as_on_31_03_2017_as_reported_by_ldm_no,total_kcc_dormant_as_on_31_03_2017_as_reported_by_ldm_no,total_kcc_generated
March 2022,Jhargram,,,,,,412.66,,,,,,,,,,,,,,,,38419.0,,,,,,,,,,,,,,,,,,,,,,,,,100955.0,,,,,,,,,69.85,,55000.0,,,
March 2022,Kalimpong,,,,,,108.15,,,,,,,,,,,,,,,,9041.0,,,,,,,,,,,,,,,,,,,,,,,,,11031.0,,,,,,,,,90.41,,10000.0,,,
March 2022,Kolkata,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,,,
March 2022,Malda,,,,,,829.49,,,,,,,,,,,,,,,,171364.0,,,,,,,,,,,,,,,,,,,,,,,,,226930.0,,,,,,,,,155.79,,110000.0,,,
March 2022,Murshidabad,,,,,,669.34,,,,,,,,,,,,,,,,73973.0,,,,,,,,,,,,,,,,,,,,,,,,,146729.0,,,,,,,,,77.87,,95000.0,,,
March 2022,Nadia,,,,,,1041.5,,,,,,,,,,,,,,,,64240.0,,,,,,,,,,,,,,,,,,,,,,,,,197820.0,,,,,,,,,58.4,,110000.0,,,
March 2022,North 24 Parganas,,,,,,1586.78,,,,,,,,,,,,,,,,182134.0,,,,,,,,,,,,,,,,,,,,,,,,,311387.0,,,,,,,,,79.19,,230000.0,,,
March 2022,Paschim Bardhaman,,,,,,113.77,,,,,,,,,,,,,,,,14792.0,,,,,,,,,,,,,,,,,,,,,,,,,14501.0,,,,,,,,,59.17,,25000.0,,,
March 2022,Paschim Medinipur,,,,,,1196.6,,,,,,,,,,,,,,,,270316.0,,,,,,,,,,,,,,,,,,,,,,,,,196737.0,,,,,,,,,110.33,,245000.0,,,
March 2022,Purba Bardhaman,,,,,,2550.26,,,,,,,,,,,,,,,,289429.0,,,,,,,,,,,,,,,,,,,,,,,,,557957.0,,,,,,,,,103.37,,280000.0,,,
March 2022,Purba Medinipur,,,,,,2376.0,,,,,,,,,,,,,,,,560331.0,,,,,,,,,,,,,,,,,,,,,,,,,557064.0,,,,,,,,,74.71,,750000.0,,,
March 2022,Purulia,,,,,,376.92,,,,,,,,,,,,,,,,51254.0,,,,,,,,,,,,,,,,,,,,,,,,,108514.0,,,,,,,,,146.44,,35000.0,,,
March 2022,South 24 Parganas,,,,,,1971.82,,,,,,,,,,,,,,,,143161.0,,,,,,,,,,,,,,,,,,,,,,,,,396722.0,,,,,,,,,84.21,,170000.0,,,
March 2022,Uttar Dinajpur,,,,,,1337.32,,,,,,,,,,,,,,,,47316.0,,,,,,,,,,,,,,,,,,,,,,,,,314343.0,,,,,,,,,86.03,,55000.0,,,
March 2023,Alipurduar,,,,,,468.74,,,,,,,,,,,,,,,,,,,,31573.0,,,,,,,,,,,,,,,,,,,,,,94402.0,,,,,,,,82.01,,38500.0,,,
March 2023,Bankura,,,,,,961.09,,,,,,,,,,,,,,,,,,,,169126.0,,,,,,,,,,,,,,,,,,,,,,174432.0,,,,,,,,85.42,,198000.0,,,
March 2023,Birbhum,,,,,,810.64,,,,,,,,,,,,,,,,,,,,89665.0,,,,,,,,,,,,,,,,,,,,,,245080.0,,,,,,,,37.36,,240000.0,,,
March 2023,Cooch Behar,,,,,,1480.39,,,,,,,,,,,,,,,,,,,,154180.0,,,,,,,,,,,,,,,,,,,,,,162231.0,,,,,,,,81.15,,190000.0,,,
March 2023,Dakshin Dinajpur,,,,,,586.02,,,,,,,,,,,,,,,,,,,,84311.0,,,,,,,,,,,,,,,,,,,,,,107952.0,,,,,,,,73.31,,115000.0,,,
March 2023,Darjeeling,,,,,,123.74,,,,,,,,,,,,,,,,,,,,11395.0,,,,,,,,,,,,,,,,,,,,,,24510.0,,,,,,,,61.6,,18500.0,,,
March 2023,Hooghly,,,,,,1465.97,,,,,,,,,,,,,,,,,,,,304544.0,,,,,,,,,,,,,,,,,,,,,,329980.0,,,,,,,,77.1,,395000.0,,,
March 2023,Howrah,,,,,,538.38,,,,,,,,,,,,,,,,,,,,39460.0,,,,,,,,,,,,,,,,,,,,,,86541.0,,,,,,,,41.54,,95000.0,,,
March 2023,Jalpaiguri,,,,,,881.83,,,,,,,,,,,,,,,,,,,,44124.0,,,,,,,,,,,,,,,,,,,,,,96900.0,,,,,,,,110.31,,40000.0,,,
March 2023,Jhargram,,,,,,311.15,,,,,,,,,,,,,,,,,,,,31725.0,,,,,,,,,,,,,,,,,,,,,,72664.0,,,,,,,,57.68,,55000.0,,,
March 2023,Kalimpong,,,,,,49.73,,,,,,,,,,,,,,,,,,,,3183.0,,,,,,,,,,,,,,,,,,,,,,8610.0,,,,,,,,31.83,,10000.0,,,
March 2023,Kolkata,,,,,,23.49,,,,,,,,,,,,,,,,,,,,1015.0,,,,,,,,,,,,,,,,,,,,,,437.0,,,,,,,,,,0.0,,,
March 2023,Malda,,,,,,659.67,,,,,,,,,,,,,,,,,,,,62769.0,,,,,,,,,,,,,,,,,,,,,,144897.0,,,,,,,,57.06,,110000.0,,,
March 2023,Murshidabad,,,,,,988.67,,,,,,,,,,,,,,,,,,,,62385.0,,,,,,,,,,,,,,,,,,,,,,162166.0,,,,,,,,65.67,,95000.0,,,
March 2023,Nadia,,,,,,1480.42,,,,,,,,,,,,,,,,,,,,87548.0,,,,,,,,,,,,,,,,,,,,,,214802.0,,,,,,,,79.59,,110000.0,,,
March 2023,North 24 Parganas,,,,,,1178.34,,,,,,,,,,,,,,,,,,,,154532.0,,,,,,,,,,,,,,,,,,,,,,323377.0,,,,,,,,67.19,,230000.0,,,
March 2023,Paschim Bardhaman,,,,,,239.65,,,,,,,,,,,,,,,,,,,,14136.0,,,,,,,,,,,,,,,,,,,,,,14714.0,,,,,,,,56.54,,25000.0,,,
March 2023,Paschim Medinipur,,,,,,2186.19,,,,,,,,,,,,,,,,,,,,291083.0,,,,,,,,,,,,,,,,,,,,,,380758.0,,,,,,,,118.81,,245000.0,,,
March 2023,Purba Bardhaman,,,,,,2614.44,,,,,,,,,,,,,,,,,,,,313123.0,,,,,,,,,,,,,,,,,,,,,,458845.0,,,,,,,,111.83,,280000.0,,,
March 2023,Purba Medinipur,,,,,,1690.03,,,,,,,,,,,,,,,,,,,,547833.0,,,,,,,,,,,,,,,,,,,,,,593003.0,,,,,,,,73.04,,750000.0,,,
March 2023,Purulia,,,,,,313.54,,,,,,,,,,,,,,,,,,,,29036.0,,,,,,,,,,,,,,,,,,,,,,116348.0,,,,,,,,82.96,,35000.0,,,
March 2023,South 24 Parganas,,,,,,1270.83,,,,,,,,,,,,,,,,,,,,158499.0,,,,,,,,,,,,,,,,,,,,,,273008.0,,,,,,,,93.23,,170000.0,,,
March 2023,Uttar Dinajpur,,,,,,1022.32,,,,,,,,,,,,,,,,,,,,43759.0,,,,,,,,,,,,,,,,,,,,,,246008.0,,,,,,,,79.56,,55000.0,,,
March 2024,Alipurduar,,,,,,425.23,,,,,,,,,,,,,,,,,,,,,,26435.0,,,,,,,,,,,,,,,,,,,,,65151.0,,,,,,,68.66,,38500.0,,,
March 2024,Bankura,,,,,,832.61,,,,,,,,,,,,,,,,,,,,,,120035.0,,,,,,,,,,,,,,,,,,,,,198842.0,,,,,,,60.62,,198000.0,,,
March 2024,Birbhum,,,,,,863.06,,,,,,,,,,,,,,,,,,,,,,118294.0,,,,,,,,,,,,,,,,,,,,,244111.0,,,,,,,49.29,,240000.0,,,
March 2024,Cooch Behar,,,,,,1476.26,,,,,,,,,,,,,,,,,,,,,,80545.0,,,,,,,,,,,,,,,,,,,,,170478.0,,,,,,,42.39,,190000.0,,,
March 2024,Dakshin Dinajpur,,,,,,462.79,,,,,,,,,,,,,,,,,,,,,,51629.0,,,,,,,,,,,,,,,,,,,,,99754.0,,,,,,,44.89,,115000.0,,,
March 2024,Darjeeling,,,,,,169.89,,,,,,,,,,,,,,,,,,,,,,15592.0,,,,,,,,,,,,,,,,,,,,,22170.0,,,,,,,84.28,,18500.0,,,
March 2024,Hooghly,,,,,,1714.97,,,,,,,,,,,,,,,,,,,,,,271942.0,,,,,,,,,,,,,,,,,,,,,316589.0,,,,,,,68.85,,395000.0,,,
March 2024,Howrah,,,,,,374.08,,,,,,,,,,,,,,,,,,,,,,56083.0,,,,,,,,,,,,,,,,,,,,,68078.0,,,,,,,59.03,,95000.0,,,
March 2024,Jalpaiguri,,,,,,1107.79,,,,,,,,,,,,,,,,,,,,,,51369.0,,,,,,,,,,,,,,,,,,,,,110218.0,,,,,,,128.42,,40000.0,,,
March 2024,Jhargram,,,,,,606.17,,,,,,,,,,,,,,,,,,,,,,67437.0,,,,,,,,,,,,,,,,,,,,,119389.0,,,,,,,122.61,,55000.0,,,
March 2024,Kalimpong,,,,,,74.03,,,,,,,,,,,,,,,,,,,,,,10020.0,,,,,,,,,,,,,,,,,,,,,13429.0,,,,,,,100.2,,10000.0,,,
March 2024,Kolkata,,,,,,251.84,,,,,,,,,,,,,,,,,,,,,,1197.0,,,,,,,,,,,,,,,,,,,,,1587.0,,,,,,,,,0.0,,,
March 2024,Malda,,,,,,655.08,,,,,,,,,,,,,,,,,,,,,,129634.0,,,,,,,,,,,,,,,,,,,,,136389.0,,,,,,,117.85,,110000.0,,,
March 2024,Murshidabad,,,,,,850.29,,,,,,,,,,,,,,,,,,,,,,64846.0,,,,,,,,,,,,,,,,,,,,,210027.0,,,,,,,68.26,,95000.0,,,
March 2024,Nadia,,,,,,1440.67,,,,,,,,,,,,,,,,,,,,,,125385.0,,,,,,,,,,,,,,,,,,,,,272055.0,,,,,,,113.99,,110000.0,,,
March 2024,North 24 Parganas,,,,,,1165.75,,,,,,,,,,,,,,,,,,,,,,176485.0,,,,,,,,,,,,,,,,,,,,,268876.0,,,,,,,76.73,,230000.0,,,
March 2024,Paschim Bardhaman,,,,,,523.18,,,,,,,,,,,,,,,,,,,,,,66702.0,,,,,,,,,,,,,,,,,,,,,92696.0,,,,,,,266.81,,25000.0,,,
March 2024,Paschim Medinipur,,,,,,1790.41,,,,,,,,,,,,,,,,,,,,,,253359.0,,,,,,,,,,,,,,,,,,,,,317981.0,,,,,,,103.41,,245000.0,,,
March 2024,Purba Bardhaman,,,,,,1909.17,,,,,,,,,,,,,,,,,,,,,,139972.0,,,,,,,,,,,,,,,,,,,,,264391.0,,,,,,,49.99,,280000.0,,,
March 2024,Purba Medinipur,,,,,,1491.56,,,,,,,,,,,,,,,,,,,,,,421639.0,,,,,,,,,,,,,,,,,,,,,430227.0,,,,,,,56.22,,750000.0,,,
March 2024,Purulia,,,,,,347.14,,,,,,,,,,,,,,,,,,,,,,33303.0,,,,,,,,,,,,,,,,,,,,,106247.0,,,,,,,95.15,,35000.0,,,
March 2024,South 24 Parganas,,,,,,903.81,,,,,,,,,,,,,,,,,,,,,,159168.0,,,,,,,,,,,,,,,,,,,,,170084.0,,,,,,,93.63,,170000.0,,,
March 2024,Uttar Dinajpur,,,,,,807.77,,,,,,,,,,,,,,,,,,,,,,51131.0,,,,,,,,,,,,,,,,,,,,,205762.0,,,,,,,92.97,,55000.0,,,
March 2025,Alipurduar,,,,,,591.54,,,,,,,,,,,,,,,,,,,,,,,44204.0,,,,,,,,,,,,,,,,,,,,,81871.0,,,,,,114.82,,38500.0,,,
March 2025,Bankura,,,,,,956.28,,,,,,,,,,,,,,,,,,,,,,,129362.0,,,,,,,,,,,,,,,,,,,,,191032.0,,,,,,65.33,,198000.0,,,
March 2025,Birbhum,,,,,,1087.61,,,,,,,,,,,,,,,,,,,,,,,142673.0,,,,,,,,,,,,,,,,,,,,,238156.0,,,,,,59.45,,240000.0,,,
March 2025,Cooch Behar,,,,,,1803.75,,,,,,,,,,,,,,,,,,,,,,,84459.0,,,,,,,,,,,,,,,,,,,,,179136.0,,,,,,44.45,,190000.0,,,
March 2025,Dakshin Dinajpur,,,,,,546.93,,,,,,,,,,,,,,,,,,,,,,,71052.0,,,,,,,,,,,,,,,,,,,,,143538.0,,,,,,61.78,,115000.0,,,
March 2025,Darjeeling,,,,,,290.93,,,,,,,,,,,,,,,,,,,,,,,31380.0,,,,,,,,,,,,,,,,,,,,,31122.0,,,,,,169.62,,18500.0,,,
March 2025,Hooghly,,,,,,2130.03,,,,,,,,,,,,,,,,,,,,,,,314592.0,,,,,,,,,,,,,,,,,,,,,324869.0,,,,,,79.64,,395000.0,,,
March 2025,Howrah,,,,,,698.14,,,,,,,,,,,,,,,,,,,,,,,66863.0,,,,,,,,,,,,,,,,,,,,,78179.0,,,,,,70.38,,95000.0,,,
March 2025,Jalpaiguri,,,,,,858.06,,,,,,,,,,,,,,,,,,,,,,,59869.0,,,,,,,,,,,,,,,,,,,,,75597.0,,,,,,149.67,,40000.0,,,
March 2025,Jhargram,,,,,,362.49,,,,,,,,,,,,,,,,,,,,,,,80501.0,,,,,,,,,,,,,,,,,,,,,102141.0,,,,,,146.37,,55000.0,,,
March 2025,Kalimpong,,,,,,178.44,,,,,,,,,,,,,,,,,,,,,,,22421.0,,,,,,,,,,,,,,,,,,,,,22064.0,,,,,,224.21,,10000.0,,,
March 2025,Kolkata,,,,,,231.93,,,,,,,,,,,,,,,,,,,,,,,1460.0,,,,,,,,,,,,,,,,,,,,,2820.0,,,,,,,,0.0,,,
March 2025,Malda,,,,,,1224.64,,,,,,,,,,,,,,,,,,,,,,,153282.0,,,,,,,,,,,,,,,,,,,,,134952.0,,,,,,139.35,,110000.0,,,
March 2025,Murshidabad,,,,,,1247.94,,,,,,,,,,,,,,,,,,,,,,,140170.0,,,,,,,,,,,,,,,,,,,,,225899.0,,,,,,147.55,,95000.0,,,
March 2025,Nadia,,,,,,1692.04,,,,,,,,,,,,,,,,,,,,,,,187802.0,,,,,,,,,,,,,,,,,,,,,293382.0,,,,,,170.73,,110000.0,,,
March 2025,North 24 Parganas,,,,,,1414.61,,,,,,,,,,,,,,,,,,,,,,,192866.0,,,,,,,,,,,,,,,,,,,,,272074.0,,,,,,83.85,,230000.0,,,
March 2025,Paschim Bardhaman,,,,,,584.21,,,,,,,,,,,,,,,,,,,,,,,100312.0,,,,,,,,,,,,,,,,,,,,,101426.0,,,,,,401.25,,25000.0,,,
March 2025,Paschim Medinipur,,,,,,1993.23,,,,,,,,,,,,,,,,,,,,,,,283242.0,,,,,,,,,,,,,,,,,,,,,349181.0,,,,,,115.61,,245000.0,,,
March 2025,Purba Bardhaman,,,,,,2204.27,,,,,,,,,,,,,,,,,,,,,,,178261.0,,,,,,,,,,,,,,,,,,,,,334360.0,,,,,,63.66,,280000.0,,,
March 2025,Purba Medinipur,,,,,,2122.83,,,,,,,,,,,,,,,,,,,,,,,551372.0,,,,,,,,,,,,,,,,,,,,,463951.0,,,,,,73.52,,750000.0,,,
March 2025,Purulia,,,,,,484.26,,,,,,,,,,,,,,,,,,,,,,,54251.0,,,,,,,,,,,,,,,,,,,,,100718.0,,,,,,155.0,,35000.0,,,
March 2025,South 24 Parganas,,,,,,1214.74,,,,,,,,,,,,,,,,,,,,,,,191856.0,,,,,,,,,,,,,,,,,,,,,202275.0,,,,,,112.86,,170000.0,,,
March 2025,Uttar Dinajpur,,,,,,874.29,,,,,,,,,,,,,,,,,,,,,,,57123.0,,,,,,,,,,,,,,,,,,,,,161824.0,,,,,,103.86,,55000.0,,,
September 2019,Alipurduar,,,,,,24.47,,,,,,,,4362.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.72,,50000.0,,,
September 2019,Bankura,,,,,,216.17,,,,,,,,51786.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.99,,140000.0,,,
September 2019,Birbhum,,,,,,65.76,,,,,,,,9689.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.87,,165000.0,,,
September 2019,Cooch Behar,,,,,,119.96,,,,,,,,17976.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.98,,100000.0,,,
September 2019,Dakshin Dinajpur,,,,,,127.41,,,,,,,,25253.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.96,,110000.0,,,
September 2019,Darjeeling,,,,,,3.72,,,,,,,,1413.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,,70000.0,,,
September 2019,Hooghly,,,,,,154.5,,,,,,,,40723.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.62,,245000.0,,,
September 2019,Howrah,,,,,,79.75,,,,,,,,23552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.65,,70000.0,,,
September 2019,Jalpaiguri,,,,,,65.81,,,,,,,,8039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,,60000.0,,,
September 2019,Jhargram,,,,,,101.99,,,,,,,,48568.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.12,,95000.0,,,
September 2019,Kalimpong,,,,,,6.19,,,,,,,,1146.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73,,20000.0,,,
September 2019,Kolkata,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
September 2019,Malda,,,,,,179.14,,,,,,,,51241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.4,,210000.0,,,
September 2019,Murshidabad,,,,,,78.68,,,,,,,,15091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.04,,250000.0,,,
September 2019,Nadia,,,,,,311.13,,,,,,,,38136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.62,,280000.0,,,
September 2019,North 24 Parganas,,,,,,160.5,,,,,,,,28745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.98,,240000.0,,,
September 2019,Paschim Bardhaman,,,,,,25.37,,,,,,,,23063.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06,,100000.0,,,
September 2019,Paschim Medinipur,,,,,,379.87,,,,,,,,150051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.4,,310000.0,,,
September 2019,Purba Bardhaman,,,,,,669.37,,,,,,,,115218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.67,,270000.0,,,
September 2019,Purba Medinipur,,,,,,712.27,,,,,,,,371556.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.12,,290000.0,,,
September 2019,Purulia,,,,,,37.91,,,,,,,,8421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.61,,150000.0,,,
September 2019,South 24 Parganas,,,,,,519.69,,,,,,,,82386.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93,,165000.0,,,
September 2019,Uttar Dinajpur,,,,,,83.0,,,,,,,,14094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.81,,110000.0,,,
September 2020,Alipurduar,,,,,,135.12,,,,,,,,,,,6606.0,,,,,,,,,,,,,,,,,,,,,44062.0,,,,,,,,,,,,,,,,,,16.52,,40000.0,,,
September 2020,Bankura,,,,,,543.52,,,,,,,,,,,62069.0,,,,,,,,,,,,,,,,,,,,,163051.0,,,,,,,,,,,,,,,,,,26.99,,230000.0,,,
September 2020,Birbhum,,,,,,902.13,,,,,,,,,,,115259.0,,,,,,,,,,,,,,,,,,,,,204044.0,,,,,,,,,,,,,,,,,,54.63,,211000.0,,,
September 2020,Cooch Behar,,,,,,745.62,,,,,,,,,,,26249.0,,,,,,,,,,,,,,,,,,,,,162430.0,,,,,,,,,,,,,,,,,,13.12,,200000.0,,,
September 2020,Dakshin Dinajpur,,,,,,721.03,,,,,,,,,,,7591.0,,,,,,,,,,,,,,,,,,,,,180222.0,,,,,,,,,,,,,,,,,,6.33,,120000.0,,,
September 2020,Darjeeling,,,,,,59.38,,,,,,,,,,,2828.0,,,,,,,,,,,,,,,,,,,,,18467.0,,,,,,,,,,,,,,,,,,14.14,,20000.0,,,
September 2020,Hooghly,,,,,,853.33,,,,,,,,,,,54172.0,,,,,,,,,,,,,,,,,,,,,182792.0,,,,,,,,,,,,,,,,,,24.08,,225000.0,,,
September 2020,Howrah,,,,,,290.17,,,,,,,,,,,25201.0,,,,,,,,,,,,,,,,,,,,,71375.0,,,,,,,,,,,,,,,,,,25.2,,100000.0,,,
September 2020,Jalpaiguri,,,,,,426.37,,,,,,,,,,,8040.0,,,,,,,,,,,,,,,,,,,,,88389.0,,,,,,,,,,,,,,,,,,16.08,,50000.0,,,
September 2020,Jhargram,,,,,,273.78,,,,,,,,,,,20746.0,,,,,,,,,,,,,,,,,,,,,66674.0,,,,,,,,,,,,,,,,,,27.66,,75000.0,,,
September 2020,Kalimpong,,,,,,37.26,,,,,,,,,,,2783.0,,,,,,,,,,,,,,,,,,,,,10512.0,,,,,,,,,,,,,,,,,,39.76,,7000.0,,,
September 2020,Kolkata,,,,,,0.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,
September 2020,Malda,,,,,,437.26,,,,,,,,,,,29776.0,,,,,,,,,,,,,,,,,,,,,92510.0,,,,,,,,,,,,,,,,,,13.23,,225000.0,,,
September 2020,Murshidabad,,,,,,318.39,,,,,,,,,,,32281.0,,,,,,,,,,,,,,,,,,,,,69104.0,,,,,,,,,,,,,,,,,,10.41,,310000.0,,,
September 2020,Nadia,,,,,,692.19,,,,,,,,,,,38742.0,,,,,,,,,,,,,,,,,,,,,159203.0,,,,,,,,,,,,,,,,,,14.9,,260000.0,,,
September 2020,North 24 Parganas,,,,,,895.26,,,,,,,,,,,158313.0,,,,,,,,,,,,,,,,,,,,,269922.0,,,,,,,,,,,,,,,,,,51.07,,310000.0,,,
September 2020,Paschim Bardhaman,,,,,,49.38,,,,,,,,,,,5686.0,,,,,,,,,,,,,,,,,,,,,18262.0,,,,,,,,,,,,,,,,,,22.74,,25000.0,,,
September 2020,Paschim Medinipur,,,,,,1421.54,,,,,,,,,,,69050.0,,,,,,,,,,,,,,,,,,,,,338113.0,,,,,,,,,,,,,,,,,,14.24,,485000.0,,,
September 2020,Purba Bardhaman,,,,,,1706.38,,,,,,,,,,,64317.0,,,,,,,,,,,,,,,,,,,,,351635.0,,,,,,,,,,,,,,,,,,22.18,,290000.0,,,
September 2020,Purba Medinipur,,,,,,1772.38,,,,,,,,,,,327534.0,,,,,,,,,,,,,,,,,,,,,405158.0,,,,,,,,,,,,,,,,,,44.56,,735000.0,,,
September 2020,Purulia,,,,,,329.35,,,,,,,,,,,9222.0,,,,,,,,,,,,,,,,,,,,,95231.0,,,,,,,,,,,,,,,,,,8.23,,112000.0,,,
September 2020,South 24 Parganas,,,,,,2535.18,,,,,,,,,,,106640.0,,,,,,,,,,,,,,,,,,,,,529762.0,,,,,,,,,,,,,,,,,,28.44,,375000.0,,,
September 2020,Uttar Dinajpur,,,,,,1033.28,,,,,,,,,,,30340.0,,,,,,,,,,,,,,,,,,,,,284312.0,,,,,,,,,,,,,,,,,,15.56,,195000.0,,,
September 2021,Alipurduar,,,,,,189.94,,,,,,,,,,,,,,,7616.0,,,,,,,,,,,,,,,,,,,,,26625.0,,,,,,,,,,,,,,19.78,,38500.0,,,
September 2021,Bankura,,,,,,671.24,,,,,,,,,,,,,,,69723.0,,,,,,,,,,,,,,,,,,,,,167006.0,,,,,,,,,,,,,,35.21,,198000.0,,,
September 2021,Birbhum,,,,,,627.34,,,,,,,,,,,,,,,143576.0,,,,,,,,,,,,,,,,,,,,,137543.0,,,,,,,,,,,,,,59.82,,240000.0,,,
September 2021,Cooch Behar,,,,,,1589.33,,,,,,,,,,,,,,,40355.0,,,,,,,,,,,,,,,,,,,,,192860.0,,,,,,,,,,,,,,21.24,,190000.0,,,
September 2021,Dakshin Dinajpur,,,,,,826.41,,,,,,,,,,,,,,,39265.0,,,,,,,,,,,,,,,,,,,,,196220.0,,,,,,,,,,,,,,34.14,,115000.0,,,
September 2021,Darjeeling,,,,,,191.11,,,,,,,,,,,,,,,6812.0,,,,,,,,,,,,,,,,,,,,,20604.0,,,,,,,,,,,,,,36.82,,18500.0,,,
September 2021,Hooghly,,,,,,1048.44,,,,,,,,,,,,,,,136601.0,,,,,,,,,,,,,,,,,,,,,93420.0,,,,,,,,,,,,,,34.58,,395000.0,,,
September 2021,Howrah,,,,,,347.41,,,,,,,,,,,,,,,29553.0,,,,,,,,,,,,,,,,,,,,,71760.0,,,,,,,,,,,,,,31.11,,95000.0,,,
September 2021,Jalpaiguri,,,,,,793.46,,,,,,,,,,,,,,,16701.0,,,,,,,,,,,,,,,,,,,,,92011.0,,,,,,,,,,,,,,41.75,,40000.0,,,
