period,district,31_03_2021,31_03_2022,31_03_2023,31_03_2024,31_03_2025,aadhaar_card_seeded,aadhaar_seeded,ar_cu_psaycard_issued,balance,district_wise_enrolment_under_pmjdy_31_03_2021,district_wise_enrolment_under_pmjdy_31_03_2022,district_wise_enrolment_under_pmjdy_31_03_2023,district_wise_pmjdy_accounts_31_03_2020,female,female_a_c,male,male_a_c,rupay_card_account,rupay_card_issued,rupaycar_d_issued,rupaycard_account,rupaycard_issued,rural,rural_a_c,sum_of_aadhaar_seeded,sum_of_female_a_c,sum_of_male_a_c,sum_of_rupaycard_issued,sum_of_rural_a_c,sum_of_total_a_c,sum_of_total_deposit_rs_in_crore,sum_of_urban_a_c,sum_of_zero_balance_account,total,total_a_c,total_amount_amt_rs_in_crore,total_amount_rs_in_crore,total_amount_rs_in_lac,total_deposit,total_deposit_cr,total_deposit_in_rs_crore,total_deposit_rs_in_crore,total_depzoesriot,total_enrolment_uner_social_security_schemes,total_no_of_apy,total_no_of_pmjjby,total_no_of_pmsby,total_no_pmjdy_a_c,urban,urban_a_c,zero_balance_a_c_s,zero_balance_account
March 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,522895.0,,,737263.0,10774.0,798842.0,948.22,788068.0,111166.0,,,,,,,,,,,,,,,,,,,
March 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,1061805.0,,,1319361.0,1533754.0,1648892.0,403.75,115138.0,283903.0,,,,,,,,,,,,,,,,,,,
March 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,1570688.0,,,1630712.0,1498942.0,2333481.0,603.25,834539.0,377312.0,,,,,,,,,,,,,,,,,,,
March 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,1128451.0,,,1468426.0,1119188.0,1822846.0,568.61,703658.0,278256.0,,,,,,,,,,,,,,,,,,,
March 2017,North 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,1604005.0,,,2044442.0,1308434.0,2378729.0,1247.82,1070295.0,302008.0,,,,,,,,,,,,,,,,,,,
March 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1222345.0,,,1336778.0,1344079.0,1660171.0,569.54,316092.0,182996.0,,,,,,,,,,,,,,,,,,,
March 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,1212983.0,,,1194929.0,1161751.0,1737087.0,632.3,575336.0,293287.0,,,,,,,,,,,,,,,,,,,
March 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1020157.0,,,1229280.0,1262565.0,1492813.0,475.0,230248.0,168528.0,,,,,,,,,,,,,,,,,,,
March 2017,South 24 Parganas,,,,,,,,,,,,,,,,,,,,,,,,,1638734.0,,,1937185.0,1937899.0,2490939.0,802.18,553040.0,383262.0,,,,,,,,,,,,,,,,,,,
March 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,853709.0,,,1217242.0,1198253.0,1517191.0,203.16,318938.0,376083.0,,,,,,,,,,,,,,,,,,,
March 2022,Alipurduar,,,,,,,201601.0,,,,,,,,133573.0,,100726.0,,,,,187887.0,,158300.0,,,,,,,,,,,234299.0,,,,70.44,,,,,,,,,,,75999.0,25828.0,
March 2022,Bankura,,,,,,,1663208.0,,,,,,,,1130795.0,,903226.0,,,,,1156341.0,,1777987.0,,,,,,,,,,,2034021.0,,,,910.88,,,,,,,,,,,256034.0,110393.0,
March 2022,Birbhum,,,,,,,1721893.0,,,,,,,,1212031.0,,894147.0,,,,,1293152.0,,1687658.0,,,,,,,,,,,2106178.0,,,,690.94,,,,,,,,,,,418520.0,137537.0,
March 2022,Cooch Behar,,,,,,,1201882.0,,,,,,,,809392.0,,631521.0,,,,,1123719.0,,1012665.0,,,,,,,,,,,1440913.0,,,,310.65,,,,,,,,,,,428248.0,89145.0,
March 2022,Dakshin Dinajpur,,,,,,,866516.0,,,,,,,,611019.0,,458479.0,,,,,609637.0,,887256.0,,,,,,,,,,,1069498.0,,,,276.84,,,,,,,,,,,182242.0,69188.0,
March 2022,Hooghly,,,,,,,1850696.0,,,,,,,,1269284.0,,877321.0,,,,,1342289.0,,1460953.0,,,,,,,,,,,2146605.0,,,,892.93,,,,,,,,,,,685652.0,97659.0,
March 2022,Howrah,,,,,,,1555885.0,,,,,,,,1084990.0,,752814.0,,,,,1223229.0,,1213899.0,,,,,,,,,,,1837804.0,,,,724.43,,,,,,,,,,,623905.0,87032.0,
March 2022,Jalpaiguri,,,,,,,1387182.0,,,,,,,,947779.0,,703657.0,,,,,1261183.0,,1080811.0,,,,,,,,,,,1651436.0,,,,544.74,,,,,,,,,,,570625.0,98754.0,
March 2022,Kolkata,,,,,,,611223.0,,,,,,,,427196.0,,346596.0,,,,,571364.0,,5968.0,,,,,,,,,,,773792.0,,,,301.52,,,,,,,,,,,767824.0,76583.0,
March 2022,Malda,,,,,,,2431437.0,,,,,,,,1675171.0,,1219659.0,,,,,1475938.0,,2474441.0,,,,,,,,,,,2894830.0,,,,830.19,,,,,,,,,,,420389.0,260460.0,
March 2022,Murshidabad,,,,,,,3271226.0,,,,,,,,2257710.0,,1686948.0,,,,,2645096.0,,2832301.0,,,,,,,,,,,3944658.0,,,,1128.46,,,,,,,,,,,1112357.0,245554.0,
March 2022,Nadia,,,,,,,2210492.0,,,,,,,,1593442.0,,1174405.0,,,,,1785680.0,,1855878.0,,,,,,,,,,,2767847.0,,,,931.78,,,,,,,,,,,911969.0,188398.0,
March 2022,North 24 Parganas,,,,,,,3254441.0,,,,,,,,2283078.0,,1627469.0,,,,,2621743.0,,2271012.0,,,,,,,,,,,3910547.0,,,,1532.57,,,,,,,,,,,1639535.0,201927.0,
March 2022,Paschim Medinipur,,,,,,,2288608.0,,,,,,,,1580575.0,,1166225.0,,,,,1564499.0,,2331371.0,,,,,,,,,,,2746800.0,,,,1157.72,,,,,,,,,,,415429.0,127043.0,
March 2022,Purba Bardhaman,,,,,,,2694767.0,,,,,,,,2058512.0,,1249734.0,,,,,2120033.0,,2288805.0,,,,,,,,,,,3308246.0,,,,1023.55,,,,,,,,,,,1019441.0,162005.0,
March 2022,Purba Medinipur,,,,,,,2027457.0,,,,,,,,1362110.0,,1068418.0,,,,,1434964.0,,2231543.0,,,,,,,,,,,2430528.0,,,,1090.62,,,,,,,,,,,198985.0,102780.0,
March 2022,Purulia,,,,,,,1489287.0,,,,,,,,987504.0,,810650.0,,,,,1044718.0,,1506566.0,,,,,,,,,,,1798154.0,,,,806.92,,,,,,,,,,,291588.0,133540.0,
March 2022,South 24 Parganas,,,,,,,3749965.0,,,,,,,,2599119.0,,1918296.0,,,,,2761583.0,,3758299.0,,,,,,,,,,,4517415.0,,,,1611.12,,,,,,,,,,,759116.0,314023.0,
March 2022,Uttar Dinajpur,,,,,,,1868048.0,,,,,,,,1336961.0,,1040836.0,,,,,1207802.0,,1868498.0,,,,,,,,,,,2377797.0,,,,466.68,,,,,,,,,,,509299.0,223599.0,
March 2023,Alipurduar,,,,,,,221949.0,,,,,,,,143182.0,,109143.0,,,197366.0,,,,174819.0,,,,,,,,,,,252325.0,,,,86.41,,,,,,,,,,,77506.0,,27620.0
March 2023,Bankura,,,,,,,1788309.0,,,,,,,,1202577.0,,958384.0,,,1211276.0,,,,1891391.0,,,,,,,,,,,2160961.0,,,,1097.69,,,,,,,,,,,269570.0,,115987.0
March 2023,Birbhum,,,,,,,1852257.0,,,,,,,,1300124.0,,960192.0,,,1334644.0,,,,1821282.0,,,,,,,,,,,2260316.0,,,,861.27,,,,,,,,,,,439034.0,,144851.0
March 2023,Dakshin Dinajpur,,,,,,,942727.0,,,,,,,,654650.0,,492788.0,,,651673.0,,,,947586.0,,,,,,,,,,,1147438.0,,,,353.65,,,,,,,,,,,199852.0,,72900.0
March 2023,Jalpaiguri,,,,,,,1518841.0,,,,,,,,1028216.0,,755853.0,,,1334119.0,,,,1170940.0,,,,,,,,,,,1784069.0,,,,669.12,,,,,,,,,,,613129.0,,105559.0
March 2023,Kolkata,,,,,,,670833.0,,,,,,,,465867.0,,375920.0,,,613890.0,,,,6877.0,,,,,,,,,,,841787.0,,,,357.73,,,,,,,,,,,834910.0,,73783.0
March 2023,Malda,,,,,,,2702637.0,,,,,,,,1817354.0,,1337627.0,,,1609243.0,,,,2716170.0,,,,,,,,,,,3154981.0,,,,1023.73,,,,,,,,,,,438811.0,,278301.0
March 2023,Murshidabad,,,,,,,3591964.0,,,,,,,,2439274.0,,1843199.0,,,2815443.0,,,,3128446.0,,,,,,,,,,,4282473.0,,,,1403.56,,,,,,,,,,,1154027.0,,287448.0
March 2023,Nadia,,,,,,,2401888.0,,,,,,,,1704109.0,,1254905.0,,,1869230.0,,,,1998384.0,,,,,,,,,,,2959014.0,,,,1141.78,,,,,,,,,,,960630.0,,203411.0
March 2023,Paschim Medinipur,,,,,,,2462184.0,,,,,,,,1683866.0,,1244516.0,,,1670730.0,,,,2480713.0,,,,,,,,,,,2928382.0,,,,1419.91,,,,,,,,,,,447669.0,,138281.0
March 2023,Purba Bardhaman,,,,,,,2938675.0,,,,,,,,2220303.0,,1348728.0,,,2227757.0,,,,2470328.0,,,,,,,,,,,3569031.0,,,,1278.5,,,,,,,,,,,1098703.0,,175249.0
March 2023,Purba Medinipur,,,,,,,2167225.0,,,,,,,,1441298.0,,1131712.0,,,1521922.0,,,,2355827.0,,,,,,,,,,,2573010.0,,,,1321.39,,,,,,,,,,,217183.0,,109243.0
March 2023,Uttar Dinajpur,,,,,,,2049582.0,,,,,,,,1437496.0,,1117931.0,,,1286425.0,,,,2012204.0,,,,,,,,,,,2555427.0,,,,588.83,,,,,,,,,,,543223.0,,235333.0
March 2024,Alipurduar,,,,,,,514263.0,,,,,,,,339503.0,,255086.0,,,,,500378.0,,390613.0,,,,,,,,,,,594589.0,,,,,280.5,,,,,,,,,,203976.0,,35295.0
March 2024,Bankura,,,,,,,1907605.0,,,,,,,,1260165.0,,1008306.0,,,,,1296294.0,,1963521.0,,,,,,,,,,,2268471.0,,,,,1234.46,,,,,,,,,,304950.0,,125798.0
March 2024,Birbhum,,,,,,,1989745.0,,,,,,,,1361350.0,,1014689.0,,,,,1387445.0,,1914194.0,,,,,,,,,,,2376039.0,,,,,1034.7,,,,,,,,,,461845.0,,145950.0
March 2024,Cooch Behar,,,,,,,1427417.0,,,,,,,,925390.0,,728573.0,,,,,1268340.0,,1188092.0,,,,,,,,,,,1653963.0,,,,,500.24,,,,,,,,,,465871.0,,95519.0
March 2024,Dakshin Dinajpur,,,,,,,1018549.0,,,,,,,,691773.0,,523367.0,,,,,706652.0,,990106.0,,,,,,,,,,,1215140.0,,,,,414.46,,,,,,,,,,225034.0,,78423.0
March 2024,Darjeeling,,,,,,,554379.0,,,,,,,,380004.0,,265706.0,,,,,506494.0,,302020.0,,,,,,,,,,,645710.0,,,,,388.65,,,,,,,,,,343690.0,,40238.0
March 2024,Hooghly,,,,,,,2115428.0,,,,,,,,1445748.0,,990659.0,,,,,1512278.0,,1669134.0,,,,,,,,,,,2436407.0,,,,,1269.83,,,,,,,,,,767273.0,,116053.0
March 2024,Howrah,,,,,,,1787948.0,,,,,,,,1224586.0,,856737.0,,,,,1375688.0,,1370814.0,,,,,,,,,,,2081323.0,,,,,1030.14,,,,,,,,,,710509.0,,91713.0
March 2024,Jalpaiguri,,,,,,,1356776.0,,,,,,,,895246.0,,661505.0,,,,,1118916.0,,1036555.0,,,,,,,,,,,1556751.0,,,,,645.57,,,,,,,,,,520196.0,,100421.0
March 2024,Jhargram,,,,,,,388185.0,,,,,,,,265627.0,,213864.0,,,,,256435.0,,447443.0,,,,,,,,,,,479491.0,,,,,271.31,,,,,,,,,,32048.0,,25242.0
March 2024,Kalimpong,,,,,,,25738.0,,,,,,,,17515.0,,14222.0,,,,,27614.0,,18951.0,,,,,,,,,,,31737.0,,,,,23.04,,,,,,,,,,12786.0,,1308.0
March 2024,Kolkata,,,,,,,775939.0,,,,,,,,537107.0,,430918.0,,,,,734934.0,,7105.0,,,,,,,,,,,968025.0,,,,,410.98,,,,,,,,,,960920.0,,93416.0
March 2024,Malda,,,,,,,2945560.0,,,,,,,,1935290.0,,1450384.0,,,,,1811785.0,,2909127.0,,,,,,,,,,,3385674.0,,,,,1216.08,,,,,,,,,,476547.0,,292174.0
March 2024,Murshidabad,,,,,,,3963788.0,,,,,,,,2608731.0,,2018092.0,,,,,3144514.0,,3419560.0,,,,,,,,,,,4626823.0,,,,,1671.22,,,,,,,,,,1207263.0,,312142.0
March 2024,Nadia,,,,,,,2600335.0,,,,,,,,1801095.0,,1339152.0,,,,,2026702.0,,2121592.0,,,,,,,,,,,3140247.0,,,,,1301.31,,,,,,,,,,1018655.0,,212602.0
March 2024,North 24 Parganas,,,,,,,3874646.0,,,,,,,,2639473.0,,1908659.0,,,,,3070738.0,,2668797.0,,,,,,,,,,,4548132.0,,,,,2163.45,,,,,,,,,,1879335.0,,235497.0
March 2024,Paschim Bardhaman,,,,,,,1250870.0,,,,,,,,1006268.0,,521396.0,,,,,742930.0,,884068.0,,,,,,,,,,,1527664.0,,,,,557.56,,,,,,,,,,643596.0,,93327.0
March 2024,Paschim Medinipur,,,,,,,2310289.0,,,,,,,,1560776.0,,1139774.0,,,,,1594425.0,,2220498.0,,,,,,,,,,,2700550.0,,,,,1399.5,,,,,,,,,,480052.0,,125579.0
March 2024,Purba Bardhaman,,,,,,,1915187.0,,,,,,,,1344426.0,,914310.0,,,,,1659599.0,,1725241.0,,,,,,,,,,,2258736.0,,,,,954.15,,,,,,,,,,533495.0,,78777.0
March 2024,Purba Medinipur,,,,,,,2243975.0,,,,,,,,1466270.0,,1151968.0,,,,,1582339.0,,2405139.0,,,,,,,,,,,2618238.0,,,,,1448.02,,,,,,,,,,213099.0,,121429.0
March 2024,Purulia,,,,,,,1767745.0,,,,,,,,1128613.0,,937909.0,,,,,1214805.0,,1727118.0,,,,,,,,,,,2066522.0,,,,,1169.34,,,,,,,,,,339404.0,,146441.0
March 2024,South 24 Parganas,,,,,,,4315769.0,,,,,,,,2904996.0,,2162491.0,,,,,3166727.0,,4310487.0,,,,,,,,,,,5067487.0,,,,,2221.99,,,,,,,,,,757000.0,,341768.0
March 2024,Uttar Dinajpur,,,,,,,2208150.0,,,,,,,,1516493.0,,1185937.0,,,,,1399752.0,,2120031.0,,,,,,,,,,,2702430.0,,,,,691.2,,,,,,,,,,582399.0,,235265.0
March 2025,Alipurduar,,,,,,,554886.0,,,,,,,,362273.0,,271084.0,,,,,521933.0,,412198.0,,,,,,,,,,,633357.0,,,,301.51,,,,,,,,,,,221159.0,,42178.0
March 2025,Bankura,,,,,,,2088398.0,,,,,,,,1333297.0,,1079467.0,,,,,1380206.0,,2059573.0,,,,,,,,,,,2412764.0,,,,1373.84,,,,,,,,,,,353191.0,,147608.0
March 2025,Birbhum,,,,,,,2152683.0,,,,,,,,1403445.0,,1055376.0,,,,,1464359.0,,1979782.0,,,,,,,,,,,2458821.0,,,,1169.89,,,,,,,,,,,479039.0,,91449.0
March 2025,Cooch Behar,,,,,,,1548338.0,,,,,,,,986843.0,,779619.0,,,,,1346469.0,,1280839.0,,,,,,,,,,,1766462.0,,,,567.48,,,,,,,,,,,485623.0,,113802.0
March 2025,Dakshin Dinajpur,,,,,,,1094223.0,,,,,,,,725419.0,,556438.0,,,,,755372.0,,1038129.0,,,,,,,,,,,1281857.0,,,,464.86,,,,,,,,,,,243728.0,,86442.0
March 2025,Darjeeling,,,,,,,593304.0,,,,,,,,396906.0,,277954.0,,,,,529997.0,,318359.0,,,,,,,,,,,674860.0,,,,416.13,,,,,,,,,,,356501.0,,45254.0
March 2025,Hooghly,,,,,,,2285044.0,,,,,,,,1514207.0,,1039221.0,,,,,1622842.0,,1746351.0,,,,,,,,,,,2553428.0,,,,1426.71,,,,,,,,,,,807077.0,,115873.0
March 2025,Howrah,,,,,,,1945883.0,,,,,,,,1279362.0,,902984.0,,,,,1466365.0,,1432464.0,,,,,,,,,,,2182346.0,,,,1144.55,,,,,,,,,,,749882.0,,81179.0
March 2025,Jalpaiguri,,,,,,,1459389.0,,,,,,,,942505.0,,701730.0,,,,,1184300.0,,1103425.0,,,,,,,,,,,1644235.0,,,,697.26,,,,,,,,,,,540810.0,,115333.0
March 2025,Jhargram,,,,,,,411465.0,,,,,,,,275969.0,,223058.0,,,,,267652.0,,464531.0,,,,,,,,,,,499027.0,,,,296.96,,,,,,,,,,,34496.0,,27900.0
March 2025,Kalimpong,,,,,,,27694.0,,,,,,,,18270.0,,14690.0,,,,,28308.0,,20189.0,,,,,,,,,,,32960.0,,,,22.97,,,,,,,,,,,12771.0,,1670.0
March 2025,Kolkata,,,,,,,845151.0,,,,,,,,569379.0,,448942.0,,,,,780731.0,,8413.0,,,,,,,,,,,1018321.0,,,,456.92,,,,,,,,,,,1009908.0,,109311.0
March 2025,Malda,,,,,,,3188195.0,,,,,,,,2055422.0,,1552136.0,,,,,1991294.0,,3123287.0,,,,,,,,,,,3607558.0,,,,1363.73,,,,,,,,,,,484271.0,,316310.0
March 2025,Murshidabad,,,,,,,4340119.0,,,,,,,,2788829.0,,2185376.0,,,,,3441415.0,,3705840.0,,,,,,,,,,,4974205.0,,,,1872.41,,,,,,,,,,,1268365.0,,353957.0
March 2025,Nadia,,,,,,,2830894.0,,,,,,,,1899651.0,,1432992.0,,,,,2172034.0,,2246266.0,,,,,,,,,,,3332643.0,,,,1497.34,,,,,,,,,,,1086377.0,,233968.0
March 2025,North 24 Parganas,,,,,,,4183424.0,,,,,,,,2753573.0,,2026152.0,,,,,3296888.0,,2824832.0,,,,,,,,,,,4779725.0,,,,2402.88,,,,,,,,,,,1954893.0,,264148.0
March 2025,Paschim Bardhaman,,,,,,,1354398.0,,,,,,,,1027193.0,,546604.0,,,,,814574.0,,889793.0,,,,,,,,,,,1573797.0,,,,629.13,,,,,,,,,,,684004.0,,80764.0
March 2025,Paschim Medinipur,,,,,,,2449483.0,,,,,,,,1621037.0,,1181569.0,,,,,1678509.0,,2289622.0,,,,,,,,,,,2802606.0,,,,1506.24,,,,,,,,,,,512984.0,,145759.0
March 2025,Purba Bardhaman,,,,,,,2064919.0,,,,,,,,1396475.0,,965119.0,,,,,1742001.0,,1800004.0,,,,,,,,,,,2361594.0,,,,1081.85,,,,,,,,,,,561590.0,,84418.0
March 2025,Purba Medinipur,,,,,,,2369602.0,,,,,,,,1529906.0,,1196385.0,,,,,1664477.0,,2482518.0,,,,,,,,,,,2726291.0,,,,1549.62,,,,,,,,,,,243773.0,,147189.0
March 2025,Purulia,,,,,,,1905429.0,,,,,,,,1189565.0,,1000011.0,,,,,1294086.0,,1821331.0,,,,,,,,,,,2189576.0,,,,1333.55,,,,,,,,,,,368245.0,,164063.0
March 2025,South 24 Parganas,,,,,,,4712618.0,,,,,,,,3087214.0,,2342065.0,,,,,3447869.0,,4603547.0,,,,,,,,,,,5429279.0,,,,2500.35,,,,,,,,,,,825732.0,,385789.0
March 2025,Uttar Dinajpur,,,,,,,2408336.0,,,,,,,,1618337.0,,1263616.0,,,,,1520005.0,,2249873.0,,,,,,,,,,,2881953.0,,,,772.01,,,,,,,,,,,632080.0,,261107.0
September 2016,Alipurduar,,,,,,31783.0,,,,,,,,,33430.0,,28587.0,,,,,61137.0,,34322.0,,,,,,62017.0,,,,,,,,,,,,25.9,,,,,,,,27695.0,,9181.0
September 2016,Bankura,,,,,,543302.0,,,,,,,,,593190.0,,601813.0,,,,,724968.0,,1042646.0,,,,,,1195003.0,,,,,,,,,,,,363.56,,,,,,,,152357.0,,256931.0
September 2016,Birbhum,,,,,,595649.0,,,,,,,,,513887.0,,682149.0,,,,,771891.0,,904380.0,,,,,,1196036.0,,,,,,,,,,,,285.78,,,,,,,,291656.0,,247464.0
September 2016,Cooch Behar,,,,,,443190.0,,,,,,,,,441440.0,,384532.0,,,,,578101.0,,535638.0,,,,,,825972.0,,,,,,,,,,,,162.0,,,,,,,,290334.0,,118322.0
September 2016,Dakshin Dinajpur,,,,,,289737.0,,,,,,,,,313575.0,,304463.0,,,,,429223.0,,554231.0,,,,,,618038.0,,,,,,,,,,,,128.11,,,,,,,,63807.0,,166070.0
September 2016,Darjeeling,,,,,,293837.0,,,,,,,,,276794.0,,245931.0,,,,,458643.0,,298856.0,,,,,,522725.0,,,,,,,,,,,,221.54,,,,,,,,223869.0,,97162.0
September 2016,Hooghly,,,,,,803379.0,,,,,,,,,513186.0,,622005.0,,,,,815533.0,,687035.0,,,,,,1135191.0,,,,,,,,,,,,470.36,,,,,,,,448156.0,,193069.0
September 2016,Howrah,,,,,,614238.0,,,,,,,,,407439.0,,494600.0,,,,,721612.0,,553621.0,,,,,,902039.0,,,,,,,,,,,,414.65,,,,,,,,348418.0,,116388.0
September 2016,Jalpaiguri,,,,,,579297.0,,,,,,,,,563277.0,,486583.0,,,,,762889.0,,553259.0,,,,,,1049860.0,,,,,,,,,,,,314.89,,,,,,,,496601.0,,262707.0
September 2016,Kolkata,,,,,,388309.0,,,,,,,,,339553.0,,429605.0,,,,,696219.0,,11575.0,,,,,,769158.0,,,,,,,,,,,,779.24,,,,,,,,757583.0,,121898.0
September 2016,Malda,,,,,,545180.0,,,,,,,,,773306.0,,710568.0,,,,,885333.0,,1381322.0,,,,,,1483874.0,,,,,,,,,,,,444.04,,,,,,,,102552.0,,296235.0
September 2016,Murshidabad,,,,,,926168.0,,,,,,,,,1082315.0,,1040488.0,,,,,1169867.0,,1386611.0,,,,,,2122803.0,,,,,,,,,,,,660.34,,,,,,,,736192.0,,362185.0
September 2016,Nadia,,,,,,624496.0,,,,,,,,,809173.0,,802249.0,,,,,1100560.0,,1024456.0,,,,,,1611422.0,,,,,,,,,,,,561.65,,,,,,,,586966.0,,303261.0
September 2016,Paschim Medinipur,,,,,,428030.0,,,,,,,,,705432.0,,743251.0,,,,,843377.0,,1178434.0,,,,,,1448683.0,,,,,,,,,,,,559.18,,,,,,,,270249.0,,140927.0
September 2016,Purba Bardhaman,,,,,,794806.0,,,,,,,,,688943.0,,865105.0,,,,,1059789.0,,1057791.0,,,,,,1554048.0,,,,,,,,,,,,604.73,,,,,,,,496257.0,,265320.0
September 2016,Purba Medinipur,,,,,,517696.0,,,,,,,,,648660.0,,670863.0,,,,,948189.0,,1119428.0,,,,,,1319523.0,,,,,,,,,,,,489.07,,,,,,,,200095.0,,153902.0
September 2016,Uttar Dinajpur,,,,,,496680.0,,,,,,,,,700961.0,,658508.0,,,,,850314.0,,1086737.0,,,,,,1359469.0,,,,,,,,,,,,217.95,,,,,,,,272732.0,,373149.0
September 2017,Alipurduar,,,,,,,,,,,,,,,,,,,,,,,,,43891.0,,,58673.0,32020.0,59648.0,20.97,27628.0,5670.0,,,,,,,,,,,,,,,,,,,
September 2017,Bankura,,,,,,,,,,,,,,,,,,,,,,,,,1025096.0,,,1128251.0,1233669.0,1444688.0,438.21,211019.0,216138.0,,,,,,,,,,,,,,,,,,,
September 2017,Birbhum,,,,,,,,,,,,,,,,,,,,,,,,,1021433.0,,,854040.0,1050902.0,1414616.0,280.66,363714.0,247711.0,,,,,,,,,,,,,,,,,,,
September 2017,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,507667.0,,,589529.0,663568.0,747364.0,140.38,83796.0,129509.0,,,,,,,,,,,,,,,,,,,
September 2017,Jalpaiguri,,,,,,,,,,,,,,,,,,,,,,,,,1007977.0,,,955807.0,727952.0,1369429.0,336.7,641477.0,205957.0,,,,,,,,,,,,,,,,,,,
September 2017,Kolkata,,,,,,,,,,,,,,,,,,,,,,,,,563139.0,,,721182.0,15331.0,815875.0,1027.19,800544.0,107537.0,,,,,,,,,,,,,,,,,,,
September 2017,Malda,,,,,,,,,,,,,,,,,,,,,,,,,1222629.0,,,1345338.0,1658393.0,1784024.0,451.5,125631.0,284926.0,,,,,,,,,,,,,,,,,,,
September 2017,Murshidabad,,,,,,,,,,,,,,,,,,,,,,,,,1733728.0,,,1672430.0,1615837.0,2523487.0,682.95,907650.0,371144.0,,,,,,,,,,,,,,,,,,,
September 2017,Nadia,,,,,,,,,,,,,,,,,,,,,,,,,1262038.0,,,1507950.0,1202700.0,1970794.0,625.39,768094.0,275878.0,,,,,,,,,,,,,,,,,,,
September 2017,Paschim Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1400104.0,,,1394092.0,1505657.0,1852625.0,681.99,346968.0,199034.0,,,,,,,,,,,,,,,,,,,
September 2017,Purba Bardhaman,,,,,,,,,,,,,,,,,,,,,,,,,1342300.0,,,1224945.0,1213542.0,1826593.0,746.44,613051.0,272914.0,,,,,,,,,,,,,,,,,,,
September 2017,Purba Medinipur,,,,,,,,,,,,,,,,,,,,,,,,,1160815.0,,,1253812.0,1375997.0,1636470.0,559.54,260473.0,168656.0,,,,,,,,,,,,,,,,,,,
September 2017,Uttar Dinajpur,,,,,,,,,,,,,,,,,,,,,,,,,1035813.0,,,1259291.0,1310315.0,1655510.0,239.51,345195.0,368610.0,,,,,,,,,,,,,,,,,,,
September 2022,Alipurduar,,,,,,,208509.0,,,,,,,,135460.0,,103998.0,,,,,188408.0,,165053.0,,,,,,,,,,,239458.0,,,,79.72,,,,,,,,,,,74405.0,25446.0,
September 2022,Bankura,,,,,,,1742025.0,,,,,,,,1173659.0,,934799.0,,,,,1180601.0,,1846039.0,,,,,,,,,,,2108458.0,,,,979.03,,,,,,,,,,,262419.0,115556.0,
September 2022,Birbhum,,,,,,,1785745.0,,,,,,,,1255315.0,,926887.0,,,,,1310251.0,,1755210.0,,,,,,,,,,,2182202.0,,,,752.08,,,,,,,,,,,426992.0,142608.0,
September 2022,Cooch Behar,,,,,,,1254505.0,,,,,,,,837621.0,,653838.0,,,,,1155956.0,,1056633.0,,,,,,,,,,,1491459.0,,,,344.82,,,,,,,,,,,434826.0,88597.0,
September 2022,Dakshin Dinajpur,,,,,,,910657.0,,,,,,,,635814.0,,476387.0,,,,,626733.0,,919602.0,,,,,,,,,,,1112201.0,,,,312.78,,,,,,,,,,,192599.0,71884.0,
September 2022,Hooghly,,,,,,,1910677.0,,,,,,,,1312886.0,,906622.0,,,,,1371479.0,,1516262.0,,,,,,,,,,,2219508.0,,,,974.26,,,,,,,,,,,703246.0,102472.0,
September 2022,Howrah,,,,,,,1612119.0,,,,,,,,1121632.0,,780025.0,,,,,1247596.0,,1254102.0,,,,,,,,,,,1901657.0,,,,790.36,,,,,,,,,,,647555.0,91727.0,
September 2022,Jalpaiguri,,,,,,,1450544.0,,,,,,,,986267.0,,728695.0,,,,,1302015.0,,1117998.0,,,,,,,,,,,1714962.0,,,,643.6,,,,,,,,,,,596964.0,102639.0,
September 2022,Kolkata,,,,,,,629049.0,,,,,,,,439963.0,,356922.0,,,,,579327.0,,6429.0,,,,,,,,,,,796885.0,,,,320.21,,,,,,,,,,,790456.0,75999.0,
September 2022,Malda,,,,,,,2586108.0,,,,,,,,1753158.0,,1282799.0,,,,,1532243.0,,2608627.0,,,,,,,,,,,3035957.0,,,,916.35,,,,,,,,,,,427330.0,270029.0,
September 2022,Murshidabad,,,,,,,3431255.0,,,,,,,,2348522.0,,1759044.0,,,,,2703068.0,,2981945.0,,,,,,,,,,,4107566.0,,,,1179.99,,,,,,,,,,,1125621.0,269282.0,
September 2022,Nadia,,,,,,,2317110.0,,,,,,,,1652415.0,,1217148.0,,,,,1818928.0,,1934790.0,,,,,,,,,,,2869563.0,,,,1019.79,,,,,,,,,,,934773.0,196339.0,
September 2022,North 24 Parganas,,,,,,,3401860.0,,,,,,,,2366481.0,,1692423.0,,,,,2688644.0,,2363998.0,,,,,,,,,,,4058904.0,,,,1687.41,,,,,,,,,,,1694906.0,208142.0,
