period,district,2020_21,2021_22,2022_23,2023_24,2024_25,31_03_2023,31_03_2024,a_chievement_as_on_dec_19_disbursement_no,achievement_as_on_dec_19_sanction_no,achievement_disbursement_no,achievement_sanction_no,amount,amt,amt_in_cr,average,average_disb_rs_in_lakh,average_disburse_ment_in_lakh,average_disbursement,average_disbursement_amount,average_disbursement_amount_in_lakh,average_disbursement_amt_in_lakh,average_disbursement_in_lakh,average_ticket_size_31_03_2022,disbursed_no,disbursement_during_fy_2020_21,disbursement_during_the_fy_2019_20,disbursement_during_the_fy_2022_23,disbursement_no,disbursement_upto_dec25_no,no,nrlm_target_for_2019_20,of_achievement,of_achievement_disbursement_no,of_achievement_no,of_disbursement_against_slbc_target_no,outsanding_loans_as_on_dec_25_no,outstanding_amount,outstanding_as_on_31_03_2022,outstanding_no,pending_no,pending_shg_no,sanction_no,sanctioned_no,sanctioned_upto_dec25_no,target_2020_21_no,target_2021_22,target_2021_22_no,target_2022_23_no,target_2023_24_no,target_2024_25_no,target_for_2019_20_disbursement_no,target_for_2020_21_no,target_fy_2025_26_no,target_no,total_app_submitted,total_application_submitted,total_disbursed_no,total_disbursement,total_disbursement_no,total_outsanding_no,total_outstanding,total_outstanding_no,total_sanction_no,total_sanctioned,total_sanctioned_no
March 2025,Howrah,,,,,,,,,,,,88.05,,,,,,,,3.08,,,,,,,,32825.0,,,,,,109.83,,,,,38929.0,,,31676.0,,,,,,,,29888.0,,,,,,,,,,,,,,,
March 2025,Jalpaiguri,,,,,,,,,,,,90.44,,,,,,,,2.69,,,,,,,,32413.0,,,,,,157.67,,,,,38764.0,,,23497.0,,,,,,,,20557.0,,,,,,,,,,,,,,,
March 2025,Jhargram,,,,,,,,,,,,80.61,,,,,,,,2.75,,,,,,,,15836.0,,,,,,117.3,,,,,19774.0,,,17275.0,,,,,,,,13500.0,,,,,,,,,,,,,,,
March 2025,Kalimpong,,,,,,,,,,,,123.6,,,,,,,,4.44,,,,,,,,3154.0,,,,,,110.09,,,,,3529.0,,,2695.0,,,,,,,,2865.0,,,,,,,,,,,,,,,
March 2025,Kolkata,,,,,,,,,,,,100.0,,,,,,,,1.83,,,,,,,,1544.0,,,,,,100.0,,,,,3606.0,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,
March 2025,Malda,,,,,,,,,,,,97.39,,,,,,,,2.32,,,,,,,,52499.0,,,,,,164.07,,,,,64064.0,,,46359.0,,,,,,,,31998.0,,,,,,,,,,,,,,,
March 2025,Murshidabad,,,,,,,,,,,,82.65,,,,,,,,2.2,,,,,,,,67450.0,,,,,,190.04,,,,,87015.0,,,44091.0,,,,,,,,35493.0,,,,,,,,,,,,,,,
March 2025,Nadia,,,,,,,,,,,,109.56,,,,,,,,2.41,,,,,,,,51892.0,,,,,,160.74,,,,,65999.0,,,27269.0,,,,,,,,32284.0,,,,,,,,,,,,,,,
March 2025,North 24 Parganas,,,,,,,,,,,,85.64,,,,,,,,2.29,,,,,,,,67130.0,,,,,,140.94,,,,,81636.0,,,43753.0,,,,,,,,47629.0,,,,,,,,,,,,,,,
March 2025,Paschim Bardhaman,,,,,,,,,,,,85.84,,,,,,,,3.07,,,,,,,,9774.0,,,,,,86.03,,,,,12441.0,,,10256.0,,,,,,,,11361.0,,,,,,,,,,,,,,,
March 2025,Paschim Medinipur,,,,,,,,,,,,120.41,,,,,,,,4.1,,,,,,,,55134.0,,,,,,111.82,,,,,68105.0,,,44857.0,,,,,,,,49304.0,,,,,,,,,,,,,,,
March 2025,Purba Bardhaman,,,,,,,,,,,,96.42,,,,,,,,3.32,,,,,,,,54651.0,,,,,,117.53,,,,,68004.0,,,41801.0,,,,,,,,46500.0,,,,,,,,,,,,,,,
March 2025,Purba Medinipur,,,,,,,,,,,,117.64,,,,,,,,5.57,,,,,,,,64125.0,,,,,,120.34,,,,,82575.0,,,51665.0,,,,,,,,53285.0,,,,,,,,,,,,,,,
March 2025,Purulia,,,,,,,,,,,,71.49,,,,,,,,1.77,,,,,,,,30248.0,,,,,,130.38,,,,,42313.0,,,29407.0,,,,,,,,23200.0,,,,,,,,,,,,,,,
March 2025,South 24 Parganas,,,,,,,,,,,,122.96,,,,,,,,3.21,,,,,,,,75136.0,,,,,,156.72,,,,,89226.0,,,38498.0,,,,,,,,47942.0,,,,,,,,,,,,,,,
March 2025,Uttar Dinajpur,,,,,,,,,,,,133.7,,,,,,,,2.44,,,,,,,,36978.0,,,,,,204.34,,,,,44248.0,,,19214.0,,,,,,,,18096.0,,,,,,,,,,,,,,,
September 2019,Alipurduar,,,,,,,,,,6672.0,9832.0,,17.0,,,,,,,,,,,,,,,,,,,,47.0,,,,,,,,206.0,,,,,,,,,,14100.0,,,,,10038.0,,,,,,,,,
September 2019,Bankura,,,,,,,,,,16882.0,8120.0,,31.0,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,5690.0,,,,,,,,,,28786.0,,,,,13810.0,,,,,,,,,
September 2019,Birbhum,,,,,,,,,,19627.0,15804.0,,36.0,,,,,,,,,,,,,,,,,,,,51.0,,,,,,,,-91.0,,,,,,,,,,38359.0,,,,,15713.0,,,,,,,,,
September 2019,Cooch Behar,,,,,,,,,,14265.0,6054.0,,24.0,,,,,,,,,,,,,,,,,,,,64.0,,,,,,,,2236.0,,,,,,,,,,22293.0,,,,,8290.0,,,,,,,,,
September 2019,Dakshin Dinajpur,,,,,,,,,,9853.0,3305.0,,24.0,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,6350.0,,,,,,,,,,15012.0,,,,,9655.0,,,,,,,,,
September 2019,Hooghly,,,,,,,,,,14794.0,6880.0,,36.0,,,,,,,,,,,,,,,,,,,,67.0,,,,,,,,2467.0,,,,,,,,,,22150.0,,,,,9347.0,,,,,,,,,
September 2019,Howrah,,,,,,,,,,11903.0,10209.0,,42.0,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,114.0,,,,,,,,,,18313.0,,,,,10323.0,,,,,,,,,
September 2019,Jalpaiguri,,,,,,,,,,9872.0,7648.0,,16.0,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,4956.0,,,,,,,,,,23940.0,,,,,12604.0,,,,,,,,,
September 2019,Jhargram,,,,,,,,,,3785.0,6816.0,,17.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,741.0,,,,,,,,,,8661.0,,,,,7557.0,,,,,,,,,
September 2019,Kalimpong,,,,,,,,,,1006.0,782.0,,41.0,,,,,,,,,,,,,,,,,,,,89.0,,,,,,,,0.0,,,,,,,,,,1126.0,,,,,782.0,,,,,,,,,
September 2019,Malda,,,,,,,,,,19779.0,7280.0,,27.0,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,1502.0,,,,,,,,,,37084.0,,,,,8782.0,,,,,,,,,
September 2019,Murshidabad,,,,,,,,,,21816.0,16860.0,,26.0,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,1036.0,,,,,,,,,,38008.0,,,,,17896.0,,,,,,,,,
September 2019,Nadia,,,,,,,,,,14259.0,3857.0,,31.0,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,3658.0,,,,,,,,,,21447.0,,,,,7515.0,,,,,,,,,
September 2019,Paschim Medinipur,,,,,,,,,,15419.0,10970.0,,24.0,,,,,,,,,,,,,,,,,,,,46.0,,,,,,,,2113.0,,,,,,,,,,33238.0,,,,,13083.0,,,,,,,,,
September 2019,Purba Medinipur,,,,,,,,,,23180.0,16400.0,,36.0,,,,,,,,,,,,,,,,,,,,58.0,,,,,,,,3408.0,,,,,,,,,,39976.0,,,,,19808.0,,,,,,,,,
September 2019,Purulia,,,,,,,,,,8556.0,10002.0,,17.0,,,,,,,,,,,,,,,,,,,,42.0,,,,,,,,4194.0,,,,,,,,,,20472.0,,,,,14196.0,,,,,,,,,
September 2019,South 24 Parganas,,,,,,,,,,23191.0,15160.0,,29.0,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,,6058.0,,,,,,,,,,42602.0,,,,,21218.0,,,,,,,,,
September 2019,Uttar Dinajpur,,,,,,,,,,12094.0,10463.0,,42.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,1251.0,,,,,,,,,,13375.0,,,,,11714.0,,,,,,,,,
September 2020,Alipurduar,,,,,,,,,,,,239.9,,,,,,,1.01,,,,,8370.0,,,,,,,,,,,59.36,,,,17136.0,836.0,,,3935.0,,,,,,,,,14100.0,,,,,,,,,,,,,
September 2020,Bankura,,,,,,,,,,,,508.46,,,,,,,1.01,,,,,17904.0,,,,,,,,,,,61.55,,,,42531.0,2529.0,,,6774.0,,,,,,,,,29088.0,,,,,,,,,,,,,
September 2020,Birbhum,,,,,,,,,,,,813.81,,,,,,,1.55,,,,,18979.0,,,,,,,,,,,37.24,,,,52939.0,536.0,,,6763.0,,,,,,,,,50960.0,,,,,,,,,,,,,
September 2020,Cooch Behar,,,,,,,,,,,,659.56,,,,,,,0.98,,,,,19231.0,,,,,,,,,,,81.97,,,,41471.0,2427.0,,,8082.0,,,,,,,,,23462.0,,,,,,,,,,,,,
September 2020,Dakshin Dinajpur,,,,,,,,,,,,219.85,,,,,,,0.82,,,,,8191.0,,,,,,,,,,,53.98,,,,18209.0,2975.0,,,2471.0,,,,,,,,,15175.0,,,,,,,,,,,,,
September 2020,Darjeeling,,,,,,,,,,,,61.55,,,,,,,1.46,,,,,2489.0,,,,,,,,,,,83.8,,,,3758.0,47.0,,,1123.0,,,,,,,,,2970.0,,,,,,,,,,,,,
September 2020,Hooghly,,,,,,,,,,,,451.92,,,,,,,1.13,,,,,15457.0,,,,,,,,,,,70.25,,,,30810.0,2273.0,,,6583.0,,,,,,,,,22002.0,,,,,,,,,,,,,
September 2020,Howrah,,,,,,,,,,,,494.17,,,,,,,1.55,,,,,10560.0,,,,,,,,,,,47.15,,,,27710.0,1148.0,,,7288.0,,,,,,,,,22395.0,,,,,,,,,,,,,
September 2020,Jalpaiguri,,,,,,,,,,,,408.53,,,,,,,0.86,,,,,13705.0,,,,,,,,,,,58.34,,,,28388.0,1680.0,,,5203.0,,,,,,,,,23493.0,,,,,,,,,,,,,
September 2020,Jhargram,,,,,,,,,,,,130.31,,,,,,,0.63,,,,,6000.0,,,,,,,,,,,69.28,,,,12584.0,1230.0,,,2217.0,,,,,,,,,8661.0,,,,,,,,,,,,,
September 2020,Kalimpong,,,,,,,,,,,,33.61,,,,,,,1.45,,,,,1157.0,,,,,,,,,,,83.96,,,,2186.0,10.0,,,495.0,,,,,,,,,1378.0,,,,,,,,,,,,,
September 2020,Malda,,,,,,,,,,,,574.56,,,,,,,0.74,,,,,19990.0,,,,,,,,,,,53.9,,,,42119.0,6602.0,,,5904.0,,,,,,,,,37084.0,,,,,,,,,,,,,
September 2020,Murshidabad,,,,,,,,,,,,671.12,,,,,,,0.66,,,,,29206.0,,,,,,,,,,,76.84,,,,61139.0,3100.0,,,9893.0,,,,,,,,,38008.0,,,,,,,,,,,,,
September 2020,Nadia,,,,,,,,,,,,444.13,,,,,,,0.64,,,,,19468.0,,,,,,,,,,,80.53,,,,36943.0,2940.0,,,3935.0,,,,,,,,,24174.0,,,,,,,,,,,,,
September 2020,North 24 Parganas,,,,,,,,,,,,569.83,,,,,,,0.63,,,,,21617.0,,,,,,,,,,,56.88,,,,49305.0,1049.0,,,11310.0,,,,,,,,,38005.0,,,,,,,,,,,,,
September 2020,Paschim Bardhaman,,,,,,,,,,,,103.98,,,,,,,1.39,,,,,3104.0,,,,,,,,,,,42.29,,,,7175.0,64.0,,,2769.0,,,,,,,,,7339.0,,,,,,,,,,,,,
September 2020,Paschim Medinipur,,,,,,,,,,,,608.96,,,,,,,0.78,,,,,23438.0,,,,,,,,,,,71.3,,,,43765.0,1126.0,,,12889.0,,,,,,,,,32871.0,,,,,,,,,,,,,
September 2020,Purba Bardhaman,,,,,,,,,,,,733.76,,,,,,,2.02,,,,,15122.0,,,,,,,,,,,45.77,,,,42573.0,723.0,,,7891.0,,,,,,,,,33038.0,,,,,,,,,,,,,
September 2020,Purba Medinipur,,,,,,,,,,,,973.48,,,,,,,1.11,,,,,30855.0,,,,,,,,,,,72.9,,,,55287.0,2473.0,,,13551.0,,,,,,,,,42328.0,,,,,,,,,,,,,
September 2020,Purulia,,,,,,,,,,,,242.08,,,,,,,0.56,,,,,13202.0,,,,,,,,,,,64.49,,,,27315.0,8065.0,,,7789.0,,,,,,,,,20472.0,,,,,,,,,,,,,
September 2020,South 24 Parganas,,,,,,,,,,,,612.21,,,,,,,0.87,,,,,23232.0,,,,,,,,,,,54.53,,,,53439.0,5364.0,,,8403.0,,,,,,,,,42602.0,,,,,,,,,,,,,
September 2020,Uttar Dinajpur,,,,,,,,,,,,362.27,,,,,,,0.74,,,,,13655.0,,,,,,,,,,,96.78,,,,27069.0,2454.0,,,3146.0,,,,,,,,,14110.0,,,,,,,,,,,,,
September 2021,Alipurduar,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,79.01,,,,,,,,,,,,,,12235.0,,,,,,,,,,,,9667.0,,,18686.0,,,6842.0,
September 2021,Bankura,,,,,,,,,,,,,,,,,,1.54,,,,,,,,,,,,,,56.44,,,,,,,,,,,,,,29110.0,,,,,,,,,,,,16430.0,,,45983.0,,,11393.0,
September 2021,Birbhum,,,,,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,40.03,,,,,,,,,,,,,,50988.0,,,,,,,,,,,,20412.0,,,56254.0,,,17486.0,
September 2021,Cooch Behar,,,,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,95.12,,,,,,,,,,,,,,28810.0,,,,,,,,,,,,27405.0,,,45227.0,,,15761.0,
September 2021,Dakshin Dinajpur,,,,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,60.15,,,,,,,,,,,,,,14598.0,,,,,,,,,,,,8781.0,,,19883.0,,,5906.0,
September 2021,Darjeeling,,,,,,,,,,,,,,,,,,1.59,,,,,,,,,,,,,,82.36,,,,,,,,,,,,,,3928.0,,,,,,,,,,,,3235.0,,,5032.0,,,1487.0,
September 2021,Hooghly,,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,99.01,,,,,,,,,,,,,,19739.0,,,,,,,,,,,,19543.0,,,37202.0,,,10640.0,
September 2021,Howrah,,,,,,,,,,,,,,,,,,1.93,,,,,,,,,,,,,,59.28,,,,,,,,,,,,,,23863.0,,,,,,,,,,,,14146.0,,,31397.0,,,8280.0,
September 2021,Jalpaiguri,,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,,96.47,,,,,,,,,,,,,,14989.0,,,,,,,,,,,,14460.0,,,31361.0,,,11268.0,
September 2021,Jhargram,,,,,,,,,,,,,,,,,,1.34,,,,,,,,,,,,,,59.49,,,,,,,,,,,,,,9400.0,,,,,,,,,,,,5592.0,,,14714.0,,,4700.0,
September 2021,Kalimpong,,,,,,,,,,,,,,,,,,1.62,,,,,,,,,,,,,,76.54,,,,,,,,,,,,,,1880.0,,,,,,,,,,,,1439.0,,,2537.0,,,566.0,
September 2021,Malda,,,,,,,,,,,,,,,,,,1.02,,,,,,,,,,,,,,68.19,,,,,,,,,,,,,,28051.0,,,,,,,,,,,,19129.0,,,48546.0,,,7578.0,
September 2021,Murshidabad,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,70.26,,,,,,,,,,,,,,31883.0,,,,,,,,,,,,22400.0,,,70369.0,,,12963.0,
September 2021,Nadia,,,,,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,,58.28,,,,,,,,,,,,,,24190.0,,,,,,,,,,,,14098.0,,,42628.0,,,8117.0,
September 2021,North 24 Parganas,,,,,,,,,,,,,,,,,,1.05,,,,,,,,,,,,,,61.09,,,,,,,,,,,,,,38018.0,,,,,,,,,,,,23226.0,,,54551.0,,,13964.0,
September 2021,Paschim Bardhaman,,,,,,,,,,,,,,,,,,2.15,,,,,,,,,,,,,,41.81,,,,,,,,,,,,,,8257.0,,,,,,,,,,,,3452.0,,,8432.0,,,2671.0,
September 2021,Paschim Medinipur,,,,,,,,,,,,,,,,,,1.55,,,,,,,,,,,,,,70.4,,,,,,,,,,,,,,29762.0,,,,,,,,,,,,20952.0,,,52654.0,,,16101.0,
September 2021,Purba Bardhaman,,,,,,,,,,,,,,,,,,2.52,,,,,,,,,,,,,,48.05,,,,,,,,,,,,,,37805.0,,,,,,,,,,,,18164.0,,,47243.0,,,17453.0,
September 2021,Purba Medinipur,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,,,,,64.5,,,,,,,,,,,,,,43328.0,,,,,,,,,,,,27948.0,,,67391.0,,,17795.0,
September 2021,Purulia,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,44.79,,,,,,,,,,,,,,20472.0,,,,,,,,,,,,9169.0,,,30860.0,,,5841.0,
September 2021,South 24 Parganas,,,,,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,86.95,,,,,,,,,,,,,,31893.0,,,,,,,,,,,,27732.0,,,64720.0,,,13248.0,
September 2021,Uttar Dinajpur,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,90.71,,,,,,,,,,,,,,13928.0,,,,,,,,,,,,12634.0,,,32105.0,,,4002.0,
September 2022,Alipurduar,,,,,,,,,,,,50.04,,,,,,,,1.54,,,,,,,,10947.0,,,,,,87.49,,,,,20744.0,,,,8323.0,,,,,12512.0,,,,,,,,,,,,,,,,,
September 2022,Bankura,,,,,,,,,,,,44.24,,,,,,,,1.73,,,,,,,,22111.0,,,,,,70.06,,,,,50090.0,,,,14295.0,,,,,31562.0,,,,,,,,,,,,,,,,,
September 2022,Birbhum,,,,,,,,,,,,37.84,,,,,,,,2.21,,,,,,,,23395.0,,,,,,45.43,,,,,61454.0,,,,17449.0,,,,,51497.0,,,,,,,,,,,,,,,,,
September 2022,Cooch Behar,,,,,,,,,,,,52.16,,,,,,,,1.35,,,,,,,,30604.0,,,,,,109.45,,,,,50371.0,,,,16047.0,,,,,27961.0,,,,,,,,,,,,,,,,,
September 2022,Dakshin Dinajpur,,,,,,,,,,,,36.56,,,,,,,,1.1,,,,,,,,13827.0,,,,,,91.08,,,,,22388.0,,,,5701.0,,,,,15181.0,,,,,,,,,,,,,,,,,
September 2022,Darjeeling,,,,,,,,,,,,59.28,,,,,,,,1.87,,,,,,,,3898.0,,,,,,82.71,,,,,6183.0,,,,1999.0,,,,,4713.0,,,,,,,,,,,,,,,,,
September 2022,Hooghly,,,,,,,,,,,,55.91,,,,,,,,1.74,,,,,,,,24562.0,,,,,,80.21,,,,,41425.0,,,,11069.0,,,,,30623.0,,,,,,,,,,,,,,,,,
September 2022,Howrah,,,,,,,,,,,,47.76,,,,,,,,1.99,,,,,,,,17163.0,,,,,,68.16,,,,,33550.0,,,,9373.0,,,,,25181.0,,,,,,,,,,,,,,,,,
September 2022,Jalpaiguri,,,,,,,,,,,,57.75,,,,,,,,1.68,,,,,,,,18486.0,,,,,,97.6,,,,,34423.0,,,,10505.0,,,,,18941.0,,,,,,,,,,,,,,,,,
September 2022,Jhargram,,,,,,,,,,,,44.77,,,,,,,,1.76,,,,,,,,8398.0,,,,,,69.81,,,,,16066.0,,,,8036.0,,,,,12029.0,,,,,,,,,,,,,,,,,
September 2022,Kalimpong,,,,,,,,,,,,60.44,,,,,,,,2.21,,,,,,,,1889.0,,,,,,72.71,,,,,3028.0,,,,1129.0,,,,,2598.0,,,,,,,,,,,,,,,,,
September 2022,Kolkata,,,,,,,,,,,,100.0,,,,,,,,1.11,,,,,,,,587.0,,,,,,100.0,,,,,1945.0,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,
September 2022,Malda,,,,,,,,,,,,45.53,,,,,,,,1.27,,,,,,,,29451.0,,,,,,97.59,,,,,52316.0,,,,11311.0,,,,,30177.0,,,,,,,,,,,,,,,,,
September 2022,Murshidabad,,,,,,,,,,,,55.3,,,,,,,,1.27,,,,,,,,39890.0,,,,,,105.67,,,,,76517.0,,,,18658.0,,,,,37750.0,,,,,,,,,,,,,,,,,
September 2022,Nadia,,,,,,,,,,,,39.84,,,,,,,,1.26,,,,,,,,24530.0,,,,,,90.98,,,,,47338.0,,,,10044.0,,,,,26962.0,,,,,,,,,,,,,,,,,
September 2022,North 24 Parganas,,,,,,,,,,,,48.32,,,,,,,,1.34,,,,,,,,36345.0,,,,,,93.41,,,,,59815.0,,,,16519.0,,,,,38911.0,,,,,,,,,,,,,,,,,
September 2022,Paschim Bardhaman,,,,,,,,,,,,40.25,,,,,,,,2.13,,,,,,,,4195.0,,,,,,39.21,,,,,9939.0,,,,3161.0,,,,,10699.0,,,,,,,,,,,,,,,,,
September 2022,Paschim Medinipur,,,,,,,,,,,,62.06,,,,,,,,2.0,,,,,,,,31037.0,,,,,,84.62,,,,,56705.0,,,,18484.0,,,,,36679.0,,,,,,,,,,,,,,,,,
September 2022,Purba Bardhaman,,,,,,,,,,,,27.08,,,,,,,,2.36,,,,,,,,19124.0,,,,,,44.48,,,,,51550.0,,,,20145.0,,,,,42991.0,,,,,,,,,,,,,,,,,
September 2022,Purba Medinipur,,,,,,,,,,,,77.5,,,,,,,,2.68,,,,,,,,41149.0,,,,,,91.07,,,,,72413.0,,,,20024.0,,,,,45183.0,,,,,,,,,,,,,,,,,
September 2022,Purulia,,,,,,,,,,,,31.23,,,,,,,,1.26,,,,,,,,13436.0,,,,,,58.88,,,,,34487.0,,,,8562.0,,,,,22821.0,,,,,,,,,,,,,,,,,
September 2022,South 24 Parganas,,,,,,,,,,,,66.61,,,,,,,,1.57,,,,,,,,43609.0,,,,,,108.65,,,,,73337.0,,,,14999.0,,,,,40136.0,,,,,,,,,,,,,,,,,
September 2022,Uttar Dinajpur,,,,,,,,,,,,58.35,,,,,,,,1.18,,,,,,,,20091.0,,,,,,164.51,,,,,34184.0,,,,6805.0,,,,,12213.0,,,,,,,,,,,,,,,,,
September 2024,Alipurduar,,,,,,,,,,,,693.4,,,,,,,,2.06,,,,,,,,17232.0,,151.7,,,,,,,,,23879.0,,,6764.0,,,,,,,,11359.0,,,,,,,,,,,,,,,
September 2024,Bankura,,,,,,,,,,,,1172.2,,,,,,,,1.9,,,,,,,,29553.0,,86.22,,,,,,,,,59779.0,,,14480.0,,,,,,,,34275.0,,,,,,,,,,,,,,,
September 2024,Birbhum,,,,,,,,,,,,1522.74,,,,,,,,2.51,,,,,,,,34559.0,,70.82,,,,,,,,,67597.0,,,22823.0,,,,,,,,48800.0,,,,,,,,,,,,,,,
September 2024,Cooch Behar,,,,,,,,,,,,1864.23,,,,,,,,2.01,,,,,,,,43049.0,,163.53,,,,,,,,,55996.0,,,14904.0,,,,,,,,26325.0,,,,,,,,,,,,,,,
September 2024,Dakshin Dinajpur,,,,,,,,,,,,542.52,,,,,,,,1.49,,,,,,,,16684.0,,102.83,,,,,,,,,26914.0,,,5457.0,,,,,,,,16225.0,,,,,,,,,,,,,,,
September 2024,Darjeeling,,,,,,,,,,,,258.21,,,,,,,,2.97,,,,,,,,5830.0,,96.54,,,,,,,,,7719.0,,,2774.0,,,,,,,,6039.0,,,,,,,,,,,,,,,
September 2024,Hooghly,,,,,,,,,,,,1290.17,,,,,,,,2.06,,,,,,,,35757.0,,114.75,,,,,,,,,51641.0,,,16791.0,,,,,,,,31160.0,,,,,,,,,,,,,,,
September 2024,Howrah,,,,,,,,,,,,918.98,,,,,,,,2.35,,,,,,,,22508.0,,75.31,,,,,,,,,38093.0,,,12842.0,,,,,,,,29888.0,,,,,,,,,,,,,,,
September 2024,Jalpaiguri,,,,,,,,,,,,1015.69,,,,,,,,2.06,,,,,,,,25744.0,,125.23,,,,,,,,,37948.0,,,9367.0,,,,,,,,20557.0,,,,,,,,,,,,,,,
September 2024,Jhargram,,,,,,,,,,,,466.74,,,,,,,,2.46,,,,,,,,10187.0,,75.46,,,,,,,,,19129.0,,,9226.0,,,,,,,,13500.0,,,,,,,,,,,,,,,
September 2024,Kalimpong,,,,,,,,,,,,134.08,,,,,,,,3.38,,,,,,,,2786.0,,97.24,,,,,,,,,3481.0,,,1309.0,,,,,,,,2865.0,,,,,,,,,,,,,,,
September 2024,Kolkata,,,,,,,,,,,,41.64,,,,,,,,1.36,,,,,,,,720.0,,100.0,,,,,,,,,3176.0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
September 2024,Malda,,,,,,,,,,,,1289.96,,,,,,,,1.55,,,,,,,,36500.0,,114.07,,,,,,,,,61513.0,,,19472.0,,,,,,,,31998.0,,,,,,,,,,,,,,,
September 2024,Murshidabad,,,,,,,,,,,,1640.31,,,,,,,,1.63,,,,,,,,46006.0,,129.62,,,,,,,,,84569.0,,,21752.0,,,,,,,,35493.0,,,,,,,,,,,,,,,
September 2024,Nadia,,,,,,,,,,,,1317.18,,,,,,,,1.75,,,,,,,,34561.0,,107.05,,,,,,,,,62977.0,,,12038.0,,,,,,,,32284.0,,,,,,,,,,,,,,,
September 2024,North 24 Parganas,,,,,,,,,,,,1653.13,,,,,,,,1.61,,,,,,,,47656.0,,100.06,,,,,,,,,77653.0,,,21127.0,,,,,,,,47629.0,,,,,,,,,,,,,,,
September 2024,Paschim Bardhaman,,,,,,,,,,,,233.69,,,,,,,,2.41,,,,,,,,5611.0,,49.39,,,,,,,,,11863.0,,,4017.0,,,,,,,,11361.0,,,,,,,,,,,,,,,
September 2024,Paschim Medinipur,,,,,,,,,,,,1952.94,,,,,,,,3.03,,,,,,,,36294.0,,73.61,,,,,,,,,66011.0,,,20859.0,,,,,,,,49304.0,,,,,,,,,,,,,,,
September 2024,Purba Bardhaman,,,,,,,,,,,,1605.84,,,,,,,,2.7,,,,,,,,36495.0,,78.48,,,,,,,,,64608.0,,,17998.0,,,,,,,,46500.0,,,,,,,,,,,,,,,
September 2024,Purba Medinipur,,,,,,,,,,,,2926.09,,,,,,,,4.05,,,,,,,,41989.0,,78.8,,,,,,,,,81079.0,,,23632.0,,,,,,,,53285.0,,,,,,,,,,,,,,,
September 2024,Purulia,,,,,,,,,,,,652.6,,,,,,,,1.46,,,,,,,,17384.0,,74.93,,,,,,,,,41158.0,,,14298.0,,,,,,,,23200.0,,,,,,,,,,,,,,,
September 2024,South 24 Parganas,,,,,,,,,,,,1895.47,,,,,,,,2.02,,,,,,,,56047.0,,116.91,,,,,,,,,86092.0,,,18310.0,,,,,,,,47942.0,,,,,,,,,,,,,,,
September 2024,Uttar Dinajpur,,,,,,,,,,,,929.98,,,,,,,,1.72,,,,,,,,26378.0,,145.77,,,,,,,,,41915.0,,,10830.0,,,,,,,,18096.0,,,,,,,,,,,,,,,
September 2025,Alipurduar,,,,,,,,,,,,,38.39,799.74,,,,,,,,2.05,,,,,,,,,,,,56.22,,,,,,,,,,,,,,,,,,,25454.0,,,,,,14311.0,25020.0,,,8604.0,,
September 2025,Bankura,,,,,,,,,,,,,35.97,1424.07,,,,,,,,1.92,,,,,,,,,,,,58.21,,,,,,,,,,,,,,,,,,,58226.0,,,,,,33896.0,62058.0,,,13554.0,,
September 2025,Birbhum,,,,,,,,,,,,,41.93,1702.49,,,,,,,,3.12,,,,,,,,,,,,40.33,,,,,,,,,,,,,,,,,,,63945.0,,,,,,25786.0,69343.0,,,20581.0,,
September 2025,Cooch Behar,,,,,,,,,,,,,39.66,2034.57,,,,,,,,2.15,,,,,,,,,,,,55.4,,,,,,,,,,,,,,,,,,,53915.0,,,,,,29870.0,57741.0,,,19496.0,,
September 2025,Dakshin Dinajpur,,,,,,,,,,,,,46.67,667.57,,,,,,,,1.67,,,,,,,,,,,,83.88,,,,,,,,,,,,,,,,,,,23524.0,,,,,,19732.0,28245.0,,,5775.0,,
